timestamp,elapsed_s,frame_no,class_name,confidence,should_spray,primary_zone,spray_duration_ms,bbox_x,bbox_y,bbox_w,bbox_h,inference_ms
2026-02-24T16:57:47.524,2.35,218,early_blight,0.9853,True,,0,0,0,0,0,9.5
2026-02-24T16:57:47.534,2.36,219,early_blight,0.9999,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.544,2.37,220,early_blight,0.5719,False,,0,0,0,0,0,9.5
2026-02-24T16:57:47.554,2.38,221,early_blight,0.9496,True,,0,0,0,0,0,9.5
2026-02-24T16:57:47.564,2.39,222,early_blight,0.9917,True,,0,0,0,0,0,9.5
2026-02-24T16:57:47.575,2.4,223,early_blight,0.9941,True,,0,0,0,0,0,9.9
2026-02-24T16:57:47.585,2.41,224,early_blight,0.9384,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.595,2.42,225,early_blight,0.9333,True,,0,0,0,0,0,9.5
2026-02-24T16:57:47.606,2.43,226,early_blight,0.997,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.616,2.44,227,early_blight,0.7777,True,,0,0,0,0,0,9.5
2026-02-24T16:57:47.626,2.45,228,early_blight,0.7277,True,,0,0,0,0,0,9.7
2026-02-24T16:57:47.636,2.46,229,early_blight,0.957,True,,0,0,0,0,0,9.3
2026-02-24T16:57:47.647,2.47,230,early_blight,0.5384,False,,0,0,0,0,0,9.5
2026-02-24T16:57:47.657,2.48,231,early_blight,0.9579,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.667,2.49,232,early_blight,0.8276,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.677,2.5,233,early_blight,0.9917,True,,0,0,0,0,0,9.7
2026-02-24T16:57:47.687,2.51,234,early_blight,0.9963,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.698,2.52,235,late_blight,0.5266,False,,0,0,0,0,0,9.6
2026-02-24T16:57:47.708,2.53,236,early_blight,0.783,True,,0,0,0,0,0,9.6
2026-02-24T16:57:47.718,2.54,237,early_blight,1.0,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.729,2.55,238,early_blight,0.9996,True,,0,0,0,0,0,9.8
2026-02-24T16:57:47.739,2.56,239,early_blight,0.9231,True,,0,0,0,0,0,9.3
2026-02-24T16:57:47.749,2.57,240,late_blight,0.6004,False,,0,0,0,0,0,9.4
2026-02-24T16:57:47.760,2.59,241,early_blight,0.9139,True,,0,0,0,0,0,10.1
2026-02-24T16:57:47.776,2.6,242,early_blight,0.999,True,,0,0,0,0,0,15.4
2026-02-24T16:57:47.792,2.62,243,early_blight,0.9377,True,,0,0,0,0,0,15.0
